algorithm,visited_qty,generated_qty,path_size,path,start,target,cost_id,heuristic_id,cost,order,pharmacies
dijkstra,566,596,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],0,-1,280,[0 1 2 3],[]
bfs,535,566,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],0,-1,280,[0 1 2 3],[]
dfs,563,948,377,[[1 24][1 23][1 22][1 21][1 20][1 19][1 18][1 17][1 16][1 15][1 14][1 13][1 12][1 11][1 10][1 9][1 8][1 7][1 6][1 5][1 4][1 3][1 2][1 1][1 0][2 0][3 0][3 1][3 2][3 3][3 4][3 5][3 6][3 7][3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][3 26][3 27][3 28][3 29][3 30][4 30][5 30][5 29][5 28][5 27][5 26][5 25][5 24][5 23][5 22][5 21][5 20][5 19][5 18][5 17][5 16][5 15][5 14][5 13][5 12][5 11][5 10][5 9][5 8][5 7][5 6][5 5][5 4][5 3][5 2][5 1][5 0][6 0][7 0][7 1][7 2][7 3][7 4][7 5][7 6][7 7][7 8][7 9][7 10][7 11][7 12][7 13][7 14][7 15][7 16][7 17][7 18][7 19][7 20][7 21][7 22][7 23][7 24][7 25][7 26][7 27][7 28][7 29][7 30][8 30][9 30][9 29][9 28][9 27][9 26][9 25][9 24][9 23][9 22][9 21][9 20][9 19][9 18][9 17][9 16][9 15][9 14][9 13][9 12][9 11][9 10][9 9][9 8][9 7][9 6][9 5][9 4][9 3][9 2][9 1][9 0][10 0][11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][11 8][11 9][11 10][11 11][11 12][11 13][11 14][11 15][11 16][11 17][11 18][11 19][11 20][11 21][11 22][11 23][11 24][11 25][11 26][11 27][11 28][11 29][11 30][12 30][13 30][13 29][13 28][13 27][13 26][13 25][13 24][13 23][13 22][13 21][13 20][13 19][13 18][13 17][13 16][13 15][13 14][13 13][13 12][13 11][13 10][13 9][13 8][13 7][13 6][13 5][13 4][13 3][13 2][13 1][13 0][14 0][15 0][15 1][15 2][15 3][15 4][15 5][15 6][15 7][15 8][15 9][15 10][15 11][15 12][15 13][15 14][15 15][15 16][15 17][15 18][15 19][15 20][15 21][15 22][15 23][15 24][15 25][15 26][15 27][15 28][15 29][15 30][16 30][17 30][17 29][17 28][17 27][17 26][17 25][17 24][17 23][17 22][17 21][17 20][17 19][17 18][17 17][17 16][17 15][17 14][17 13][17 12][17 11][17 10][17 9][17 8][17 7][17 6][17 5][17 4][17 3][17 2][17 1][17 0][18 0][19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][20 30][21 30][21 29][21 28][21 27][21 26][21 25][21 24][21 23][21 22][21 21][21 20][21 19][21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][21 5][21 4][21 3][21 2][21 1][21 0][22 0][23 0][23 1][23 2][23 3][23 4][23 5][23 6][23 7][23 8][23 9][23 10][23 11][23 12][23 13][23 14][23 15][23 16][23 17][23 18][23 19][23 20][23 21][23 22][23 23][23 24][23 25][23 26][23 27][23 28][23 29][23 30]],[23 30], [1 24],0,-1,3760,[0 1 2 3],[]
dijkstra,557,590,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],1,-1,280,[0 1 2 3],[]
bfs,535,566,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],1,-1,280,[0 1 2 3],[]
dfs,563,948,377,[[1 24][1 23][1 22][1 21][1 20][1 19][1 18][1 17][1 16][1 15][1 14][1 13][1 12][1 11][1 10][1 9][1 8][1 7][1 6][1 5][1 4][1 3][1 2][1 1][1 0][2 0][3 0][3 1][3 2][3 3][3 4][3 5][3 6][3 7][3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][3 26][3 27][3 28][3 29][3 30][4 30][5 30][5 29][5 28][5 27][5 26][5 25][5 24][5 23][5 22][5 21][5 20][5 19][5 18][5 17][5 16][5 15][5 14][5 13][5 12][5 11][5 10][5 9][5 8][5 7][5 6][5 5][5 4][5 3][5 2][5 1][5 0][6 0][7 0][7 1][7 2][7 3][7 4][7 5][7 6][7 7][7 8][7 9][7 10][7 11][7 12][7 13][7 14][7 15][7 16][7 17][7 18][7 19][7 20][7 21][7 22][7 23][7 24][7 25][7 26][7 27][7 28][7 29][7 30][8 30][9 30][9 29][9 28][9 27][9 26][9 25][9 24][9 23][9 22][9 21][9 20][9 19][9 18][9 17][9 16][9 15][9 14][9 13][9 12][9 11][9 10][9 9][9 8][9 7][9 6][9 5][9 4][9 3][9 2][9 1][9 0][10 0][11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][11 8][11 9][11 10][11 11][11 12][11 13][11 14][11 15][11 16][11 17][11 18][11 19][11 20][11 21][11 22][11 23][11 24][11 25][11 26][11 27][11 28][11 29][11 30][12 30][13 30][13 29][13 28][13 27][13 26][13 25][13 24][13 23][13 22][13 21][13 20][13 19][13 18][13 17][13 16][13 15][13 14][13 13][13 12][13 11][13 10][13 9][13 8][13 7][13 6][13 5][13 4][13 3][13 2][13 1][13 0][14 0][15 0][15 1][15 2][15 3][15 4][15 5][15 6][15 7][15 8][15 9][15 10][15 11][15 12][15 13][15 14][15 15][15 16][15 17][15 18][15 19][15 20][15 21][15 22][15 23][15 24][15 25][15 26][15 27][15 28][15 29][15 30][16 30][17 30][17 29][17 28][17 27][17 26][17 25][17 24][17 23][17 22][17 21][17 20][17 19][17 18][17 17][17 16][17 15][17 14][17 13][17 12][17 11][17 10][17 9][17 8][17 7][17 6][17 5][17 4][17 3][17 2][17 1][17 0][18 0][19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][20 30][21 30][21 29][21 28][21 27][21 26][21 25][21 24][21 23][21 22][21 21][21 20][21 19][21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][21 5][21 4][21 3][21 2][21 1][21 0][22 0][23 0][23 1][23 2][23 3][23 4][23 5][23 6][23 7][23 8][23 9][23 10][23 11][23 12][23 13][23 14][23 15][23 16][23 17][23 18][23 19][23 20][23 21][23 22][23 23][23 24][23 25][23 26][23 27][23 28][23 29][23 30]],[23 30], [1 24],1,-1,4630,[0 1 2 3],[]
dijkstra,627,660,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],2,-1,280,[0 1 2 3],[]
bfs,535,566,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],2,-1,280,[0 1 2 3],[]
dfs,563,948,377,[[1 24][1 23][1 22][1 21][1 20][1 19][1 18][1 17][1 16][1 15][1 14][1 13][1 12][1 11][1 10][1 9][1 8][1 7][1 6][1 5][1 4][1 3][1 2][1 1][1 0][2 0][3 0][3 1][3 2][3 3][3 4][3 5][3 6][3 7][3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][3 26][3 27][3 28][3 29][3 30][4 30][5 30][5 29][5 28][5 27][5 26][5 25][5 24][5 23][5 22][5 21][5 20][5 19][5 18][5 17][5 16][5 15][5 14][5 13][5 12][5 11][5 10][5 9][5 8][5 7][5 6][5 5][5 4][5 3][5 2][5 1][5 0][6 0][7 0][7 1][7 2][7 3][7 4][7 5][7 6][7 7][7 8][7 9][7 10][7 11][7 12][7 13][7 14][7 15][7 16][7 17][7 18][7 19][7 20][7 21][7 22][7 23][7 24][7 25][7 26][7 27][7 28][7 29][7 30][8 30][9 30][9 29][9 28][9 27][9 26][9 25][9 24][9 23][9 22][9 21][9 20][9 19][9 18][9 17][9 16][9 15][9 14][9 13][9 12][9 11][9 10][9 9][9 8][9 7][9 6][9 5][9 4][9 3][9 2][9 1][9 0][10 0][11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][11 8][11 9][11 10][11 11][11 12][11 13][11 14][11 15][11 16][11 17][11 18][11 19][11 20][11 21][11 22][11 23][11 24][11 25][11 26][11 27][11 28][11 29][11 30][12 30][13 30][13 29][13 28][13 27][13 26][13 25][13 24][13 23][13 22][13 21][13 20][13 19][13 18][13 17][13 16][13 15][13 14][13 13][13 12][13 11][13 10][13 9][13 8][13 7][13 6][13 5][13 4][13 3][13 2][13 1][13 0][14 0][15 0][15 1][15 2][15 3][15 4][15 5][15 6][15 7][15 8][15 9][15 10][15 11][15 12][15 13][15 14][15 15][15 16][15 17][15 18][15 19][15 20][15 21][15 22][15 23][15 24][15 25][15 26][15 27][15 28][15 29][15 30][16 30][17 30][17 29][17 28][17 27][17 26][17 25][17 24][17 23][17 22][17 21][17 20][17 19][17 18][17 17][17 16][17 15][17 14][17 13][17 12][17 11][17 10][17 9][17 8][17 7][17 6][17 5][17 4][17 3][17 2][17 1][17 0][18 0][19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][20 30][21 30][21 29][21 28][21 27][21 26][21 25][21 24][21 23][21 22][21 21][21 20][21 19][21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][21 5][21 4][21 3][21 2][21 1][21 0][22 0][23 0][23 1][23 2][23 3][23 4][23 5][23 6][23 7][23 8][23 9][23 10][23 11][23 12][23 13][23 14][23 15][23 16][23 17][23 18][23 19][23 20][23 21][23 22][23 23][23 24][23 25][23 26][23 27][23 28][23 29][23 30]],[23 30], [1 24],2,-1,4195,[0 1 2 3],[]
dijkstra,613,643,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],3,-1,280,[0 1 2 3],[]
bfs,535,566,29,[[1 24][1 25][1 26][1 27][1 28][1 29][1 30][2 30][3 30][4 30][5 30][6 30][7 30][8 30][9 30][10 30][11 30][12 30][13 30][14 30][15 30][16 30][17 30][18 30][19 30][20 30][21 30][22 30][23 30]],[23 30], [1 24],3,-1,280,[0 1 2 3],[]
dfs,563,948,377,[[1 24][1 23][1 22][1 21][1 20][1 19][1 18][1 17][1 16][1 15][1 14][1 13][1 12][1 11][1 10][1 9][1 8][1 7][1 6][1 5][1 4][1 3][1 2][1 1][1 0][2 0][3 0][3 1][3 2][3 3][3 4][3 5][3 6][3 7][3 8][3 9][3 10][3 11][3 12][3 13][3 14][3 15][3 16][3 17][3 18][3 19][3 20][3 21][3 22][3 23][3 24][3 25][3 26][3 27][3 28][3 29][3 30][4 30][5 30][5 29][5 28][5 27][5 26][5 25][5 24][5 23][5 22][5 21][5 20][5 19][5 18][5 17][5 16][5 15][5 14][5 13][5 12][5 11][5 10][5 9][5 8][5 7][5 6][5 5][5 4][5 3][5 2][5 1][5 0][6 0][7 0][7 1][7 2][7 3][7 4][7 5][7 6][7 7][7 8][7 9][7 10][7 11][7 12][7 13][7 14][7 15][7 16][7 17][7 18][7 19][7 20][7 21][7 22][7 23][7 24][7 25][7 26][7 27][7 28][7 29][7 30][8 30][9 30][9 29][9 28][9 27][9 26][9 25][9 24][9 23][9 22][9 21][9 20][9 19][9 18][9 17][9 16][9 15][9 14][9 13][9 12][9 11][9 10][9 9][9 8][9 7][9 6][9 5][9 4][9 3][9 2][9 1][9 0][10 0][11 0][11 1][11 2][11 3][11 4][11 5][11 6][11 7][11 8][11 9][11 10][11 11][11 12][11 13][11 14][11 15][11 16][11 17][11 18][11 19][11 20][11 21][11 22][11 23][11 24][11 25][11 26][11 27][11 28][11 29][11 30][12 30][13 30][13 29][13 28][13 27][13 26][13 25][13 24][13 23][13 22][13 21][13 20][13 19][13 18][13 17][13 16][13 15][13 14][13 13][13 12][13 11][13 10][13 9][13 8][13 7][13 6][13 5][13 4][13 3][13 2][13 1][13 0][14 0][15 0][15 1][15 2][15 3][15 4][15 5][15 6][15 7][15 8][15 9][15 10][15 11][15 12][15 13][15 14][15 15][15 16][15 17][15 18][15 19][15 20][15 21][15 22][15 23][15 24][15 25][15 26][15 27][15 28][15 29][15 30][16 30][17 30][17 29][17 28][17 27][17 26][17 25][17 24][17 23][17 22][17 21][17 20][17 19][17 18][17 17][17 16][17 15][17 14][17 13][17 12][17 11][17 10][17 9][17 8][17 7][17 6][17 5][17 4][17 3][17 2][17 1][17 0][18 0][19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][20 30][21 30][21 29][21 28][21 27][21 26][21 25][21 24][21 23][21 22][21 21][21 20][21 19][21 18][21 17][21 16][21 15][21 14][21 13][21 12][21 11][21 10][21 9][21 8][21 7][21 6][21 5][21 4][21 3][21 2][21 1][21 0][22 0][23 0][23 1][23 2][23 3][23 4][23 5][23 6][23 7][23 8][23 9][23 10][23 11][23 12][23 13][23 14][23 15][23 16][23 17][23 18][23 19][23 20][23 21][23 22][23 23][23 24][23 25][23 26][23 27][23 28][23 29][23 30]],[23 30], [1 24],3,-1,3751,[0 1 2 3],[]
dijkstra,895,906,45,[[19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][18 30][17 30][16 30][15 30][14 30][13 30][12 30][11 30][10 30][9 30][8 30][7 30][6 30][5 30]],[5 30], [19 0],0,-1,440,[0 1 2 3],[]
bfs,882,895,45,[[19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][18 30][17 30][16 30][15 30][14 30][13 30][12 30][11 30][10 30][9 30][8 30][7 30][6 30][5 30]],[5 30], [19 0],0,-1,440,[0 1 2 3],[]
dfs,224,466,225,[[19 0][18 0][17 0][17 1][17 2][17 3][17 4][17 5][17 6][17 7][17 8][17 9][17 10][17 11][17 12][17 13][17 14][17 15][17 16][17 17][17 18][17 19][17 20][17 21][17 22][17 23][17 24][17 25][17 26][17 27][17 28][17 29][17 30][16 30][15 30][15 29][15 28][15 27][15 26][15 25][15 24][15 23][15 22][15 21][15 20][15 19][15 18][15 17][15 16][15 15][15 14][15 13][15 12][15 11][15 10][15 9][15 8][15 7][15 6][15 5][15 4][15 3][15 2][15 1][15 0][14 0][13 0][13 1][13 2][13 3][13 4][13 5][13 6][13 7][13 8][13 9][13 10][13 11][13 12][13 13][13 14][13 15][13 16][13 17][13 18][13 19][13 20][13 21][13 22][13 23][13 24][13 25][13 26][13 27][13 28][13 29][13 30][12 30][11 30][11 29][11 28][11 27][11 26][11 25][11 24][11 23][11 22][11 21][11 20][11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][11 1][11 0][10 0][9 0][9 1][9 2][9 3][9 4][9 5][9 6][9 7][9 8][9 9][9 10][9 11][9 12][9 13][9 14][9 15][9 16][9 17][9 18][9 19][9 20][9 21][9 22][9 23][9 24][9 25][9 26][9 27][9 28][9 29][9 30][8 30][7 30][7 29][7 28][7 27][7 26][7 25][7 24][7 23][7 22][7 21][7 20][7 19][7 18][7 17][7 16][7 15][7 14][7 13][7 12][7 11][7 10][7 9][7 8][7 7][7 6][7 5][7 4][7 3][7 2][7 1][7 0][6 0][5 0][5 1][5 2][5 3][5 4][5 5][5 6][5 7][5 8][5 9][5 10][5 11][5 12][5 13][5 14][5 15][5 16][5 17][5 18][5 19][5 20][5 21][5 22][5 23][5 24][5 25][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],0,-1,2240,[0 1 2 3],[]
dijkstra,859,875,45,[[19 0][18 0][17 0][16 0][15 0][14 0][13 0][12 0][11 0][10 0][9 0][8 0][7 0][6 0][5 0][5 1][5 2][5 3][5 4][5 5][5 6][5 7][5 8][5 9][5 10][5 11][5 12][5 13][5 14][5 15][5 16][5 17][5 18][5 19][5 20][5 21][5 22][5 23][5 24][5 25][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],1,-1,510,[0 1 2 3],[]
bfs,882,895,45,[[19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][18 30][17 30][16 30][15 30][14 30][13 30][12 30][11 30][10 30][9 30][8 30][7 30][6 30][5 30]],[5 30], [19 0],1,-1,510,[0 1 2 3],[]
dfs,224,466,225,[[19 0][18 0][17 0][17 1][17 2][17 3][17 4][17 5][17 6][17 7][17 8][17 9][17 10][17 11][17 12][17 13][17 14][17 15][17 16][17 17][17 18][17 19][17 20][17 21][17 22][17 23][17 24][17 25][17 26][17 27][17 28][17 29][17 30][16 30][15 30][15 29][15 28][15 27][15 26][15 25][15 24][15 23][15 22][15 21][15 20][15 19][15 18][15 17][15 16][15 15][15 14][15 13][15 12][15 11][15 10][15 9][15 8][15 7][15 6][15 5][15 4][15 3][15 2][15 1][15 0][14 0][13 0][13 1][13 2][13 3][13 4][13 5][13 6][13 7][13 8][13 9][13 10][13 11][13 12][13 13][13 14][13 15][13 16][13 17][13 18][13 19][13 20][13 21][13 22][13 23][13 24][13 25][13 26][13 27][13 28][13 29][13 30][12 30][11 30][11 29][11 28][11 27][11 26][11 25][11 24][11 23][11 22][11 21][11 20][11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][11 1][11 0][10 0][9 0][9 1][9 2][9 3][9 4][9 5][9 6][9 7][9 8][9 9][9 10][9 11][9 12][9 13][9 14][9 15][9 16][9 17][9 18][9 19][9 20][9 21][9 22][9 23][9 24][9 25][9 26][9 27][9 28][9 29][9 30][8 30][7 30][7 29][7 28][7 27][7 26][7 25][7 24][7 23][7 22][7 21][7 20][7 19][7 18][7 17][7 16][7 15][7 14][7 13][7 12][7 11][7 10][7 9][7 8][7 7][7 6][7 5][7 4][7 3][7 2][7 1][7 0][6 0][5 0][5 1][5 2][5 3][5 4][5 5][5 6][5 7][5 8][5 9][5 10][5 11][5 12][5 13][5 14][5 15][5 16][5 17][5 18][5 19][5 20][5 21][5 22][5 23][5 24][5 25][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],1,-1,2760,[0 1 2 3],[]
dijkstra,1128,1147,45,[[19 0][19 1][19 2][18 2][17 2][17 3][17 4][17 5][17 6][16 6][15 6][15 7][15 8][15 9][15 10][14 10][13 10][13 11][13 12][13 13][13 14][12 14][11 14][11 15][11 16][11 17][11 18][10 18][9 18][9 19][9 20][9 21][9 22][8 22][7 22][7 23][7 24][7 25][7 26][6 26][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],2,-1,447,[0 1 2 3],[]
bfs,882,895,45,[[19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][18 30][17 30][16 30][15 30][14 30][13 30][12 30][11 30][10 30][9 30][8 30][7 30][6 30][5 30]],[5 30], [19 0],2,-1,471,[0 1 2 3],[]
dfs,224,466,225,[[19 0][18 0][17 0][17 1][17 2][17 3][17 4][17 5][17 6][17 7][17 8][17 9][17 10][17 11][17 12][17 13][17 14][17 15][17 16][17 17][17 18][17 19][17 20][17 21][17 22][17 23][17 24][17 25][17 26][17 27][17 28][17 29][17 30][16 30][15 30][15 29][15 28][15 27][15 26][15 25][15 24][15 23][15 22][15 21][15 20][15 19][15 18][15 17][15 16][15 15][15 14][15 13][15 12][15 11][15 10][15 9][15 8][15 7][15 6][15 5][15 4][15 3][15 2][15 1][15 0][14 0][13 0][13 1][13 2][13 3][13 4][13 5][13 6][13 7][13 8][13 9][13 10][13 11][13 12][13 13][13 14][13 15][13 16][13 17][13 18][13 19][13 20][13 21][13 22][13 23][13 24][13 25][13 26][13 27][13 28][13 29][13 30][12 30][11 30][11 29][11 28][11 27][11 26][11 25][11 24][11 23][11 22][11 21][11 20][11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][11 1][11 0][10 0][9 0][9 1][9 2][9 3][9 4][9 5][9 6][9 7][9 8][9 9][9 10][9 11][9 12][9 13][9 14][9 15][9 16][9 17][9 18][9 19][9 20][9 21][9 22][9 23][9 24][9 25][9 26][9 27][9 28][9 29][9 30][8 30][7 30][7 29][7 28][7 27][7 26][7 25][7 24][7 23][7 22][7 21][7 20][7 19][7 18][7 17][7 16][7 15][7 14][7 13][7 12][7 11][7 10][7 9][7 8][7 7][7 6][7 5][7 4][7 3][7 2][7 1][7 0][6 0][5 0][5 1][5 2][5 3][5 4][5 5][5 6][5 7][5 8][5 9][5 10][5 11][5 12][5 13][5 14][5 15][5 16][5 17][5 18][5 19][5 20][5 21][5 22][5 23][5 24][5 25][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],2,-1,2500,[0 1 2 3],[]
dijkstra,1081,1104,45,[[19 0][18 0][17 0][17 1][17 2][17 3][17 4][17 5][17 6][17 7][17 8][16 8][15 8][14 8][14 9][14 10][14 11][14 12][14 13][14 14][14 15][14 16][13 16][12 16][11 16][11 17][11 18][11 19][11 20][11 21][11 22][11 23][11 24][10 24][9 24][8 24][7 24][6 24][5 24][5 25][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],3,-1,386,[0 1 2 3],[]
bfs,882,895,45,[[19 0][19 1][19 2][19 3][19 4][19 5][19 6][19 7][19 8][19 9][19 10][19 11][19 12][19 13][19 14][19 15][19 16][19 17][19 18][19 19][19 20][19 21][19 22][19 23][19 24][19 25][19 26][19 27][19 28][19 29][19 30][18 30][17 30][16 30][15 30][14 30][13 30][12 30][11 30][10 30][9 30][8 30][7 30][6 30][5 30]],[5 30], [19 0],3,-1,425,[0 1 2 3],[]
dfs,224,466,225,[[19 0][18 0][17 0][17 1][17 2][17 3][17 4][17 5][17 6][17 7][17 8][17 9][17 10][17 11][17 12][17 13][17 14][17 15][17 16][17 17][17 18][17 19][17 20][17 21][17 22][17 23][17 24][17 25][17 26][17 27][17 28][17 29][17 30][16 30][15 30][15 29][15 28][15 27][15 26][15 25][15 24][15 23][15 22][15 21][15 20][15 19][15 18][15 17][15 16][15 15][15 14][15 13][15 12][15 11][15 10][15 9][15 8][15 7][15 6][15 5][15 4][15 3][15 2][15 1][15 0][14 0][13 0][13 1][13 2][13 3][13 4][13 5][13 6][13 7][13 8][13 9][13 10][13 11][13 12][13 13][13 14][13 15][13 16][13 17][13 18][13 19][13 20][13 21][13 22][13 23][13 24][13 25][13 26][13 27][13 28][13 29][13 30][12 30][11 30][11 29][11 28][11 27][11 26][11 25][11 24][11 23][11 22][11 21][11 20][11 19][11 18][11 17][11 16][11 15][11 14][11 13][11 12][11 11][11 10][11 9][11 8][11 7][11 6][11 5][11 4][11 3][11 2][11 1][11 0][10 0][9 0][9 1][9 2][9 3][9 4][9 5][9 6][9 7][9 8][9 9][9 10][9 11][9 12][9 13][9 14][9 15][9 16][9 17][9 18][9 19][9 20][9 21][9 22][9 23][9 24][9 25][9 26][9 27][9 28][9 29][9 30][8 30][7 30][7 29][7 28][7 27][7 26][7 25][7 24][7 23][7 22][7 21][7 20][7 19][7 18][7 17][7 16][7 15][7 14][7 13][7 12][7 11][7 10][7 9][7 8][7 7][7 6][7 5][7 4][7 3][7 2][7 1][7 0][6 0][5 0][5 1][5 2][5 3][5 4][5 5][5 6][5 7][5 8][5 9][5 10][5 11][5 12][5 13][5 14][5 15][5 16][5 17][5 18][5 19][5 20][5 21][5 22][5 23][5 24][5 25][5 26][5 27][5 28][5 29][5 30]],[5 30], [19 0],3,-1,2248,[0 1 2 3],[]
dijkstra,681,712,27,[[8 2][8 3][8 4][8 5][8 6][8 7][8 8][8 9][8 10][9 10][10 10][11 10][12 10][13 10][14 10][15 10][16 10][17 10][18 10][19 10][20 10][21 10][22 10][23 10][24 10][25 10][26 10]],[26 10], [8 2],0,-1,260,[0 1 2 3],[]
bfs,648,681,27,[[8 2][8 3][8 4][8 5][8 6][8 7][8 8][8 9][8 10][9 10][10 10][11 10][12 10][13 10][14 10][15 10][16 10][17 10][18 10][19 10][20 10][21 10][22 10][23 10][24 10][25 10][26 10]],[26 10], [8 2],0,-1,260,[0 1 2 3],[]
